Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot281,"Tariyihika",hard,34,Completed,"Health Care Privacy - Part 3","Zone ter_015_area_1","1","00:11:36","00:13:10",
Bot281,"Tariyihika",hard,34,Completed,"Health Care Privacy - Part 3","Item Blood sample","1","00:13:15","00:13:20",
Bot281,"Tariyihika",hard,34,Completed,"Chumming","Zone place_skier_12_3","2","00:13:25","00:15:22",
Bot281,"Tariyihika",hard,34,Completed,"Informed Means Armed","Zone place_skier_11_1","2","00:15:27","00:18:04",
Bot281,"Tariyihika",hard,34,Completed,"Gratitude","Zone place_THX_15","2","00:18:09","00:18:34",
Bot281,"Tariyihika",hard,34,Active,"The Cult - Part 2","Zone place_peacemaker_007_2_N2","1","00:18:39","N/A",
Bot282,"MechanicMan396",hard,28,Failed,"Health Care Privacy - Part 3","Zone ter_015_area_1","1","00:11:37","00:19:55",
Bot283,"lukewarmpudding",hard,27,Failed,"Scav Base","Scav Base: Objective #4","1","00:11:38","00:19:16",
Bot284,"Tyfon",hard,31,Failed,"The Blood of War - Part 3","Zone bar_fuel3_2","1","00:11:39","00:15:20",
Bot284,"Tyfon",hard,31,Completed,"The Blood of War - Part 3","Zone bar_fuel3_3","1","00:15:25","00:21:41",
Bot284,"Tyfon",hard,31,Completed,"Chumming","Zone place_skier_12_3","2","00:21:46","00:26:39",
Bot284,"Tyfon",hard,31,Completed,"Sawmill Cabins","Sawmill Cabins: Objective #2","2","00:26:44","00:27:01",
Bot284,"Tyfon",hard,31,Completed,"Sawmill Cabins","Sawmill Cabins: Objective #3","1","00:27:07","00:28:01",
Bot284,"Tyfon",hard,31,Active,"Sawmill Cabins","Sawmill Cabins: Objective #1","1","00:28:06","N/A",
Bot285,"Fin",hard,19,Completed,"Boss Hunter","Spawn Point (-429.0 25.5 -81.7)","1","00:11:40","00:11:52",
Bot286,"itsMickle",hard,17,Pending,"Old Sawmill","Old Sawmill: Objective #1","1","00:11:41","N/A",
Bot287,"Lua",hard,4,Pending,"The Survivalist Path - Thrifty","Zone huntsman_005_1","1","00:11:42","N/A",
Bot289,"gasmo",hard,38,Failed,"Assessment - Part 2","Zone meh_45_radio_area_mark_3","1","00:12:34","00:13:20",
Bot289,"gasmo",hard,38,Completed,"Assessment - Part 2","Zone meh_45_radio_area_mark_2","1","00:13:25","00:14:30",
Bot289,"gasmo",hard,38,Completed,"Assessment - Part 2","Zone meh_45_radio_area_mark_1","1","00:14:35","00:18:23",
Bot289,"gasmo",hard,38,Completed,"The Cult - Part 2","Zone place_peacemaker_007_2_N2_1","1","00:18:28","00:20:11",
Bot289,"gasmo",hard,38,Completed,"The Cult - Part 2","Zone place_peacemaker_007_2_N2","1","00:20:16","00:26:42",
Bot289,"gasmo",hard,38,Completed,"The Blood of War - Part 3","Zone bar_fuel3_1","1","00:26:47","00:27:50",
Bot290,"Jester_Stacks",hard,20,Pending,"Supply Plans","Item Secure Folder 0052","1","00:12:36","N/A",
