Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot2,"Fershte",hard,10,Active,"The Bunker - Part 1","Zone prapor_024_area_1","1","04:17:11","N/A",
Bot1,"Nikita",hard,5,Failed,"Black Bishop Tech Room","Black Bishop Tech Room: Objective #1","2","04:17:11","04:19:51",
Bot1,"Nikita",hard,5,Failed,"Black Bishop","Black Bishop: Objective #3","1","04:19:56","04:19:56",
Bot1,"Nikita",hard,5,Completed,"Black Bishop","Black Bishop: Objective #8","1","04:20:01","04:20:24",
Bot1,"Nikita",hard,5,Failed,"Black Bishop","Black Bishop: Objective #4","1","04:20:29","04:20:36",
Bot3,"DasWulf",hard,6,Completed,"Dome Buildings","Dome Buildings: Objective #3","1","04:17:11","04:18:18",
Bot3,"DasWulf",hard,6,Failed,"Dome Buildings","Dome Buildings: Objective #5","1","04:18:23","04:18:23",
Bot3,"DasWulf",hard,6,Completed,"Dome Buildings","Dome Buildings: Objective #9","1","04:18:28","04:19:20",
Bot3,"DasWulf",hard,6,Completed,"Dome Buildings","Dome Buildings: Objective #6","1","04:19:26","04:20:32",
Bot3,"DasWulf",hard,6,Active,"Dome Buildings","Dome Buildings: Objective #8","1","04:20:38","N/A",
Bot7,"Shiro-chan",hard,11,Pending,"White Knight","White Knight: Objective #3","1","04:17:18","N/A",
Bot6,"btdc00",hard,10,Completed,"NW Bunkers","NW Bunkers: Objective #1","1","04:17:18","04:17:21",
Bot6,"btdc00",hard,10,Completed,"NW Bunkers","NW Bunkers: Objective #2","1","04:17:26","04:17:53",
Bot6,"btdc00",hard,10,Completed,"NW Bunkers","NW Bunkers: Objective #3","1","04:17:58","04:18:54",
Bot6,"btdc00",hard,10,Completed,"NW Bunkers","NW Bunkers: Objective #4","1","04:18:59","04:20:00",
Bot6,"btdc00",hard,10,Completed,"NW Bunkers","NW Bunkers: Objective #5","1","04:20:05","04:20:40",
Bot6,"btdc00",hard,10,Pending,"Knight Garages","Knight Garages: Objective #1","1","04:20:46","N/A",
Bot8,"Гарик Ковальски (Clodan)",normal,1,Completed,"Knight Garages","Knight Garages: Objective #2","1","04:17:19","04:18:28",
Bot8,"Гарик Ковальски (Clodan)",normal,1,Completed,"Knight Garages","Knight Garages: Objective #1","1","04:18:33","04:19:40",
Bot8,"Гарик Ковальски (Clodan)",normal,1,Completed,"Sewer Manhole Building","Sewer Manhole Building: Objective #2","1","04:19:45","04:20:09",
Bot8,"Гарик Ковальски (Clodan)",normal,1,Completed,"Sewer Manhole Building","Sewer Manhole Building: Objective #1","1","04:20:14","04:20:26",
Bot8,"Гарик Ковальски (Clodan)",normal,1,Failed,"RB-ST","RB-ST: Objective #1","1","04:20:31","04:21:08",
Bot8,"Гарик Ковальски (Clodan)",normal,1,Completed,"Checkpoint","Checkpoint: Objective #1","1","04:21:14","04:21:47",
Bot8,"Гарик Ковальски (Clodan)",normal,1,Active,"Trenches","Trenches: Objective #2","1","04:21:52","N/A",
Bot12,"Dirtbikercj",hard,19,Pending,"Dome Buildings","Dome Buildings: Objective #1","1","04:17:26","N/A",
Bot11,"Crackbone",hard,6,Failed,"D2 Area","D2 Area: Objective #5","1","04:17:26","04:17:33",
Bot11,"Crackbone",hard,6,Failed,"D2 Area","D2 Area: Objective #6","1","04:17:38","04:21:32",
Bot11,"Crackbone",hard,6,Failed,"D2 Area","D2 Area: Objective #2","1","04:21:33","04:22:02",
Bot11,"Crackbone",hard,6,Failed,"D2 Area","D2 Area: Objective #4","1","04:22:08","04:22:54",
Bot15,"Queen-Goddess",hard,24,Failed,"Classified Technologies","Item T-90M Commander Control Panel","1","04:17:35","04:22:21",
Bot16,"ixcetotis",hard,14,Failed,"The Bunker - Part 1","Zone prapor_024_area_2","1","04:17:35","04:21:36",
Bot26,"Фаддей Сендвич (ODT)",normal,1,Completed,"Command Center","Command Center: Objective #5","2","04:21:13","04:22:05",
Bot26,"Фаддей Сендвич (ODT)",normal,1,Pending,"Command Center","Command Center: Objective #4","3","04:22:10","N/A",
