Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot30,"Brin",hard,8,Failed,"Sanitary Standards - Part 1","Zone pumproom","1","03:10:56","03:13:34",
Bot29,"CWX",hard,24,Completed,"Scout","Zone place_pacemaker_SCOUT_01","1","03:10:56","03:11:34",
Bot29,"CWX",hard,24,Failed,"Scout","Zone place_pacemaker_SCOUT_03","1","03:11:39","03:12:30",
Bot31,"vampuico",hard,20,Failed,"Scout","Zone place_pacemaker_SCOUT_01","1","03:10:56","03:15:35",
Bot33,"Диман Чукча (joshj5Hawk)",normal,1,Failed,"Crates Outside of Scav Bunker","Crates Outside of Scav Bunker: Objective #1","2","03:11:10","03:13:15",
Bot40,"Сеня Борзый (ShadowXtrex)",normal,1,Completed,"Basement Crates","Basement Crates: Objective #2","1","03:14:18","03:15:43",
Bot40,"Сеня Борзый (ShadowXtrex)",normal,1,Completed,"Basement Crates","Basement Crates: Objective #1","1","03:15:48","03:15:59",
Bot40,"Сеня Борзый (ShadowXtrex)",normal,1,Pending,"Med Tent","Med Tent: Objective #1","1","03:16:04","N/A",
Bot40,"Сеня Борзый (ShadowXtrex)",normal,1,Completed,"Weapon Crate in Workshop","Weapon Crate in Workshop: Objective #1","1","03:17:04","03:17:07",
Bot40,"Сеня Борзый (ShadowXtrex)",normal,1,Completed,"Crates Near Lower Platform","Crates Near Lower Platform: Objective #1","2","03:17:12","03:18:06",
Bot40,"Сеня Борзый (ShadowXtrex)",normal,1,Completed,"3rd Floor Office","3rd Floor Office: Objective #1","2","03:18:11","03:18:37",
Bot40,"Сеня Борзый (ShadowXtrex)",normal,1,Completed,"3rd Floor Hallway","3rd Floor Hallway: Objective #1","1","03:18:42","03:18:51",
Bot41,"Анатолий Ботан (IvanTheThicc)",normal,1,Completed,"NE Crates in Workshop","NE Crates in Workshop: Objective #1","1","03:14:41","03:14:53",
Bot41,"Анатолий Ботан (IvanTheThicc)",normal,1,Completed,"Med Tent","Med Tent: Objective #1","2","03:14:58","03:15:35",
Bot41,"Анатолий Ботан (IvanTheThicc)",normal,1,Completed,"Basement Crates","Basement Crates: Objective #2","1","03:15:40","03:15:57",
Bot41,"Анатолий Ботан (IvanTheThicc)",normal,1,Completed,"Basement Crates","Basement Crates: Objective #1","1","03:16:02","03:16:40",
Bot41,"Анатолий Ботан (IvanTheThicc)",normal,1,Completed,"Weapon Crate in Workshop","Weapon Crate in Workshop: Objective #1","1","03:16:45","03:16:57",
Bot41,"Анатолий Ботан (IvanTheThicc)",normal,1,Completed,"Crates Outside of Stairwell","Crates Outside of Stairwell: Objective #1","3","03:17:02","03:18:14",
Bot41,"Анатолий Ботан (IvanTheThicc)",normal,1,Completed,"Weapon Crates outside Office","Weapon Crates outside Office: Objective #1","1","03:18:19","03:18:26",
Bot41,"Анатолий Ботан (IvanTheThicc)",normal,1,Completed,"Bathroom Key Spawns","Bathroom Key Spawns: Objective #1","1","03:18:31","03:18:51",
Bot41,"Анатолий Ботан (IvanTheThicc)",normal,1,Completed,"Bathroom Key Spawns","Bathroom Key Spawns: Objective #2","1","03:18:57","03:19:36",
Bot41,"Анатолий Ботан (IvanTheThicc)",normal,1,Completed,"3rd Floor Office","3rd Floor Office: Objective #1","1","03:19:41","03:20:16",
Bot44,"Кирилл Шницель (ObiOne)",normal,1,Completed,"1st Floor Office","1st Floor Office: Objective #2","1","03:17:31","03:17:42",
Bot44,"Кирилл Шницель (ObiOne)",normal,1,Completed,"1st Floor Office","1st Floor Office: Objective #1","3","03:17:47","03:18:29",
Bot44,"Кирилл Шницель (ObiOne)",normal,1,Completed,"Weapon Crates outside Office","Weapon Crates outside Office: Objective #1","1","03:18:34","03:18:46",
Bot44,"Кирилл Шницель (ObiOne)",normal,1,Completed,"Crates Outside of Stairwell","Crates Outside of Stairwell: Objective #1","3","03:18:51","03:19:27",
Bot44,"Кирилл Шницель (ObiOne)",normal,1,Completed,"Crates Outside of Gate 3","Crates Outside of Gate 3: Objective #1","1","03:19:32","03:19:53",
Bot44,"Кирилл Шницель (ObiOne)",normal,1,Active,"Break Room","Break Room: Objective #1","1","03:19:58","N/A",
