Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot63,"MacrossMX7167",normal,10,Active,"White King Roof","White King Roof: Objective #1","2","00:56:54","N/A",
Bot69,"Вантуз Бугор (Devraccoon)",hard,1,Completed,"White Rook","White Rook: Objective #2","1","00:56:57","00:57:18",
Bot69,"Вантуз Бугор (Devraccoon)",hard,1,Completed,"White Rook","White Rook: Objective #4","1","00:57:23","00:57:45",
Bot69,"Вантуз Бугор (Devraccoon)",hard,1,Completed,"White Rook","White Rook: Objective #3","1","00:57:51","00:59:53",
Bot69,"Вантуз Бугор (Devraccoon)",hard,1,Active,"White Rook","White Rook: Objective #1","1","00:59:58","N/A",
Bot78,"蘑菇汤",hard,34,Failed,"Black Bishop Underground","Black Bishop Underground: Objective #3","1","00:57:40","00:59:43",
Bot80,"Maksim Petrov",hard,20,Completed,"SW Bunker","SW Bunker: Objective #1","1","00:57:40","00:57:54",
Bot80,"Maksim Petrov",hard,20,Active,"Black Bishop","Black Bishop: Objective #4","1","00:59:46","N/A",
Bot79,"Doge",hard,26,Failed,"Black Bishop Underground","Black Bishop Underground: Objective #3","1","00:57:40","00:59:46",
Bot83,"pplatinumssEU",easy,2,Pending,"RB-ST","RB-ST: Objective #1","1","00:57:52","N/A",
Bot81,"itsMickle",easy,28,Active,"Command Center","Command Center: Objective #9","1","00:57:52","N/A",
Bot82,"Nomad_420",easy,36,Failed,"D2 from Dome","D2 from Dome: Objective #1","1","00:57:52","00:57:54",
Bot82,"Nomad_420",easy,36,Pending,"D2 from Dome","D2 from Dome: Objective #3","1","00:57:59","N/A",
Bot84,"Радик Летёха (Agnotology)",easy,1,Active,"D2 Switch","D2 Switch: Objective #1","1","00:59:49","N/A",
