Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot53,"Cannuccia",hard,5,Failed,"First in Line","Zone Sandbox_1_MedicalArea_exploration","1","19:21:22","19:26:30",
Bot53,"Cannuccia",hard,5,Completed,"Luxurious Life","Item Bottle of Le Jean wine","1","19:26:36","19:31:03",
Bot53,"Cannuccia",hard,5,Failed,"Tarbank Upstairs","Tarbank Upstairs: Objective #3","1","19:31:08","19:44:12",
Bot54,"Trainfriend",hard,10,Completed,"Saving the Mole","Zone Sandbox_5_DeadGroup_exploration","1","19:21:23","19:21:29",
Bot54,"Trainfriend",hard,10,Failed,"Saving the Mole","Zone Sandbox_5_Laborant_exploration","1","19:21:34","19:24:32",
Bot55,"红衣抚琴染绛天涯",hard,19,Completed,"Saving the Mole","Zone Sandbox_5_DeadGroup_exploration","1","19:21:24","19:21:30",
Bot55,"红衣抚琴染绛天涯",hard,19,Failed,"Saving the Mole","Item TerraGroup scientist's hard drive","1","19:21:35","19:25:26",
Bot56,"captainfoam",hard,7,Completed,"Saving the Mole","Zone Sandbox_5_DeadGroup_exploration","1","19:21:25","19:21:30",
Bot56,"captainfoam",hard,7,Failed,"Saving the Mole","Zone Sandbox_5_Laborant_exploration","1","19:21:35","19:33:18",
Bot57,"ThurmanMurman",hard,19,Failed,"Boss Hunter","Spawn Point (55.3 14.1 -32.4)","1","19:21:26","19:36:09",
Bot76,"Коля Румын (TimmyGG)",normal,1,Failed,"Underground North","Underground North: Objective #1","1","19:34:19","19:34:35",
Bot76,"Коля Румын (TimmyGG)",normal,1,Failed,"Underground North","Underground North: Objective #2","1","19:34:40","19:35:28",
Bot76,"Коля Румын (TimmyGG)",normal,1,Failed,"Underground North","Underground North: Objective #3","1","19:35:33","19:35:39",
Bot76,"Коля Румын (TimmyGG)",normal,1,Failed,"Underground North","Underground North: Objective #4","1","19:35:44","19:36:02",
Bot76,"Коля Румын (TimmyGG)",normal,1,Completed,"Underground North","Underground North: Objective #5","1","19:36:07","19:37:17",
Bot76,"Коля Румын (TimmyGG)",normal,1,Completed,"Underground North","Underground North: Objective #6","1","19:37:22","19:37:28",
Bot76,"Коля Румын (TimmyGG)",normal,1,Completed,"Underground North","Underground North: Objective #7","2","19:37:33","19:37:55",
Bot76,"Коля Румын (TimmyGG)",normal,1,Completed,"Underground North","Underground North: Objective #8","1","19:38:00","19:38:11",
Bot76,"Коля Румын (TimmyGG)",normal,1,Failed,"Underground Utility Room","Underground Utility Room: Objective #1","1","19:38:16","19:38:31",
Bot76,"Коля Румын (TimmyGG)",normal,1,Failed,"Tarbank Upstairs","Tarbank Upstairs: Objective #3","1","19:38:36","19:39:43",
Bot82,"Джонни Приставка (hughz001)",normal,1,Completed,"TerraGroup Garage","TerraGroup Garage: Objective #1","1","19:38:39","19:38:44",
Bot82,"Джонни Приставка (hughz001)",normal,1,Failed,"TerraGroup Garage","TerraGroup Garage: Objective #2","2","19:38:49","19:46:48",
