Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot71,"DanW",hard,15,Failed,"Database - Part 2","Item OLI cargo route documents","1","23:30:13","23:31:28",
Bot71,"DanW",hard,15,Completed,"Big Sale","Zone place_SALE_03_TOPBRAND","1","23:31:33","23:33:59",
Bot71,"DanW",hard,15,Completed,"Big Sale","Zone place_SALE_03_AVOKADO","1","23:34:05","23:36:48",
Bot71,"DanW",hard,15,Completed,"Big Sale","Zone place_SALE_03_KOSTIN","1","23:36:53","23:37:19",
Bot71,"DanW",hard,15,Completed,"Big Sale","Zone place_SALE_03_TREND","1","23:37:25","23:38:07",
Bot71,"DanW",hard,15,Completed,"Big Sale","Zone place_SALE_03_DINO","1","23:38:13","23:38:26",
Bot71,"DanW",hard,15,Completed,"IDEA Showroom","IDEA Showroom: Objective #6","1","23:38:31","23:39:15",
Bot71,"DanW",hard,15,Completed,"IDEA Showroom","IDEA Showroom: Objective #5","1","23:39:21","23:39:56",
Bot71,"DanW",hard,15,Completed,"IDEA Showroom","IDEA Showroom: Objective #4","1","23:40:01","23:40:19",
Bot71,"DanW",hard,15,Completed,"IDEA Showroom","IDEA Showroom: Objective #3","1","23:40:24","23:40:42",
Bot71,"DanW",hard,15,Completed,"IDEA Showroom","IDEA Showroom: Objective #2","1","23:40:47","23:41:17",
Bot71,"DanW",hard,15,Completed,"IDEA Showroom","IDEA Showroom: Objective #1","1","23:41:22","23:42:06",
Bot71,"DanW",hard,15,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_3","1","23:42:11","23:44:58",
Bot73,"Ninjaweb",hard,17,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_1","1","23:30:14","23:30:27",
Bot73,"Ninjaweb",hard,17,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_3","1","23:30:32","23:30:52",
Bot74,"Carl",hard,25,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_1","1","23:30:15","23:30:29",
Bot74,"Carl",hard,25,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_3","1","23:30:53","23:37:32",
Bot75,"alexkarpen",hard,10,Completed,"Mantis","Mantis: Objective #2","1","23:30:16","23:38:17",
Bot75,"alexkarpen",hard,10,Completed,"Mantis","Mantis: Objective #3","1","23:38:22","23:38:46",
Bot75,"alexkarpen",hard,10,Completed,"Mantis","Mantis: Objective #4","1","23:38:51","23:39:04",
Bot75,"alexkarpen",hard,10,Failed,"Mantis","Mantis: Objective #1","1","23:39:09","23:39:20",
Bot76,"ThatGuyXIV",hard,21,Failed,"Railway Stashes","Railway Stashes: Objective #1","1","23:30:18","23:40:56",
Bot77,"Dueleus",hard,18,Completed,"Big Sale","Zone place_SALE_03_TREND","1","23:30:19","23:33:46",
Bot77,"Dueleus",hard,18,Completed,"Big Sale","Zone place_SALE_03_DINO","1","23:33:51","23:34:04",
Bot77,"Dueleus",hard,18,Completed,"Big Sale","Zone place_SALE_03_KOSTIN","1","23:34:09","23:34:35",
Bot77,"Dueleus",hard,18,Completed,"Big Sale","Zone place_SALE_03_AVOKADO","1","23:34:40","23:35:54",
Bot77,"Dueleus",hard,18,Completed,"Big Sale","Zone place_SALE_03_TOPBRAND","1","23:35:59","23:36:32",
Bot77,"Dueleus",hard,18,Completed,"Database - Part 1","Item OLI cargo manifests","1","23:36:37","23:37:16",
Bot77,"Dueleus",hard,18,Failed,"Database - Part 1","Item Goshan cargo manifests","1","23:37:21","23:42:21",
Bot77,"Dueleus",hard,18,Failed,"KIBA","KIBA: Objective #1","1","23:42:27","23:43:34",
Bot77,"Dueleus",hard,18,Completed,"KIBA Alarm Panel 2","KIBA Alarm Panel 2: Objective #1","2","23:43:39","23:43:50",
Bot77,"Dueleus",hard,18,Completed,"Database - Part 1","Item IDEA cargo manifests","1","23:43:56","23:45:31",
Bot77,"Dueleus",hard,18,Completed,"IDEA Office","IDEA Office: Objective #3","1","23:45:36","23:46:00",
Bot77,"Dueleus",hard,18,Completed,"IDEA Office","IDEA Office: Objective #2","3","23:46:05","23:47:57",
Bot77,"Dueleus",hard,18,Completed,"IDEA Office","IDEA Office: Objective #1","2","23:48:02","23:50:24",
Bot77,"Dueleus",hard,18,Completed,"Power Station Switch","Power Station Switch: Objective #1","2","23:50:30","23:52:51",
Bot77,"Dueleus",hard,18,Archived,"Power Station West Shack","Power Station West Shack: Objective #1","1","23:52:56","23:53:13",
Bot77,"Dueleus",hard,18,Archived,"East Wall Container","East Wall Container: Objective #1","1","23:53:18","23:54:17",
Bot77,"Dueleus",hard,18,Failed,"German","German: Objective #1","1","23:54:22","23:54:51",
Bot77,"Dueleus",hard,18,Completed,"Goshan Food Spawns","Goshan Food Spawns: Objective #1","4","23:54:57","00:01:08",
Bot77,"Dueleus",hard,18,Completed,"Goshan Food Spawns","Goshan Food Spawns: Objective #3","4","00:01:13","00:02:06",
Bot77,"Dueleus",hard,18,Completed,"Goshan Food Spawns","Goshan Food Spawns: Objective #2","4","00:02:11","00:03:51",
