Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot1,"1nco",hard,22,Completed,"A Fuel Matter","Zone baraholshik_fuel_area_3","1","04:04:42","04:06:39",
Bot1,"1nco",hard,22,Failed,"A Fuel Matter","Zone baraholshik_fuel_area_2","1","04:06:44","04:07:23",
Bot2,"Сашок Всемогущий (Senko)",normal,1,Active,"Hermetic","Hermetic: Objective #2","1","04:04:42","N/A",
Bot3,"Тарас Дирол (epidemicz)",normal,1,Failed,"Command Center","Command Center: Objective #2","1","04:04:43","04:08:42",
Bot4,"Belette",hard,28,Failed,"Back Door","Zone mechanik_exit_area_1","1","04:04:43","04:04:43",
Bot4,"Belette",hard,28,Failed,"Revision - Reserve","Zone tadeush_bmp2_area_mark_13","1","04:04:49","04:10:55",
Bot4,"Belette",hard,28,Failed,"Revision - Reserve","Zone tadeush_bmp2_area_check_13","1","04:11:00","04:11:03",
Bot4,"Belette",hard,28,Failed,"Revision - Reserve","Zone tadeush_bmp2_area_mark_12","1","04:11:08","04:16:58",
Bot4,"Belette",hard,28,Failed,"Revision - Reserve","Zone tadeush_bmp2_area_check_12","1","04:12:52","04:16:58",
Bot4,"Belette",hard,28,Failed,"Revision - Reserve","Zone tadeush_bmp2_area_check_11","1","04:15:11","04:16:58",
Bot5,"AcidPhantasm",hard,17,Failed,"Back Door","Zone mechanik_exit_area_1","1","04:04:43","04:17:04",
Bot6,"DrakiaXYZ",hard,1,Completed,"Dome Buildings","Dome Buildings: Objective #1","3","04:04:43","04:08:38",
Bot6,"DrakiaXYZ",hard,1,Failed,"Dome Buildings","Dome Buildings: Objective #2","1","04:08:43","04:09:09",
Bot6,"DrakiaXYZ",hard,1,Failed,"Dome Buildings","Dome Buildings: Objective #6","1","04:09:14","04:13:12",
Bot6,"DrakiaXYZ",hard,1,Failed,"Dome Buildings","Dome Buildings: Objective #5","1","04:13:17","04:13:18",
Bot6,"DrakiaXYZ",hard,1,Completed,"Dome Buildings","Dome Buildings: Objective #9","1","04:13:23","04:16:03",
Bot6,"DrakiaXYZ",hard,1,Failed,"D2 Area","D2 Area: Objective #3","1","04:16:09","04:16:55",
Bot7,"hughz001",hard,20,Failed,"Back Door","Zone mechanik_exit_area_1","1","04:04:44","04:04:44",
Bot7,"hughz001",hard,20,Failed,"Classified Technologies","Item T-90M Commander Control Panel","1","04:04:49","04:17:27",
Bot7,"hughz001",hard,20,Completed,"Dome Upper Sniping","Dome Upper Sniping: Objective #3","2","04:17:32","04:23:59",
Bot8,"Вано Колпак (OXIdiezd)",normal,1,Completed,"White Knight","White Knight: Objective #1","3","04:04:44","04:06:36",
Bot8,"Вано Колпак (OXIdiezd)",normal,1,Completed,"White Knight","White Knight: Objective #3","2","04:06:41","04:09:20",
Bot8,"Вано Колпак (OXIdiezd)",normal,1,Completed,"White Knight","White Knight: Objective #2","3","04:09:25","04:11:19",
Bot8,"Вано Колпак (OXIdiezd)",normal,1,Completed,"White Knight Rear Drop-Down","White Knight Rear Drop-Down: Objective #1","1","04:11:24","04:13:38",
Bot8,"Вано Колпак (OXIdiezd)",normal,1,Completed,"Train Yard Bunker Entrance","Train Yard Bunker Entrance: Objective #1","1","04:13:43","04:13:59",
Bot8,"Вано Колпак (OXIdiezd)",normal,1,Completed,"White Rook","White Rook: Objective #1","1","04:14:04","04:15:09",
Bot15,"Сашок Баклажан (Lave)",normal,1,Failed,"RB-ST","RB-ST: Objective #1","1","04:04:45","04:04:55",
Bot26,"Tariyihika",hard,15,Failed,"Command Center","Command Center: Objective #9","1","04:05:34","04:10:17",
Bot25,"vampuico",hard,20,Failed,"Black Bishop","Black Bishop: Objective #5","1","04:05:34","04:08:39",
Bot32,"Вадик Сметана (Borkel)",normal,1,Completed,"Train Yard Bunker Entrance","Train Yard Bunker Entrance: Objective #2","1","04:08:04","04:08:43",
Bot32,"Вадик Сметана (Borkel)",normal,1,Completed,"White Knight","White Knight: Objective #1","3","04:08:48","04:11:12",
Bot32,"Вадик Сметана (Borkel)",normal,1,Completed,"White Knight","White Knight: Objective #3","2","04:11:17","04:13:52",
Bot32,"Вадик Сметана (Borkel)",normal,1,Completed,"White Knight","White Knight: Objective #2","3","04:13:57","04:14:59",
Bot32,"Вадик Сметана (Borkel)",normal,1,Completed,"Train Yard Bunker Entrance","Train Yard Bunker Entrance: Objective #1","1","04:15:04","04:15:33",
Bot32,"Вадик Сметана (Borkel)",normal,1,Completed,"Knight Garages","Knight Garages: Objective #2","1","04:15:38","04:16:36",
Bot32,"Вадик Сметана (Borkel)",normal,1,Active,"Knight Garages","Knight Garages: Objective #1","1","04:16:41","N/A",
Bot35,"Вадимка Хлыст (Wrecker)",normal,1,Failed,"Command Center","Command Center: Objective #8","1","04:11:53","04:15:03",
Bot35,"Вадимка Хлыст (Wrecker)",normal,1,Failed,"Command Center","Command Center: Objective #7","1","04:15:08","04:15:14",
