Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot90,"Bepis",hard,18,Failed,"Inventory Check","Zone baraholshik_arsenal_area_5","1","16:38:04","16:39:08",
Bot91,"Borkel",hard,23,Failed,"Inventory Check","Zone baraholshik_arsenal_area_1","1","16:38:06","16:43:18",
Bot92,"Shiro-chan",hard,20,Active,"Black Pawn","Black Pawn: Objective #8","1","16:38:06","N/A",
Bot93,"jennacide",hard,5,Failed,"Black Bishop Underground","Black Bishop Underground: Objective #2","1","16:38:07","16:39:19",
Bot94,"Ratthew",hard,20,Failed,"Documents","Item Military documents #1","1","16:38:07","16:39:08",
Bot95,"PaPaSamBuBu",hard,16,Pending,"Inventory Check","Zone baraholshik_arsenal_area_4","1","16:38:08","N/A",
Bot95,"PaPaSamBuBu",hard,16,Active,"Inventory Check","Zone baraholshik_dejurniy_area_2","1","16:40:50","N/A",
Bot96,"savid_dubs",hard,11,Pending,"White Pawn","White Pawn: Objective #4","1","16:38:08","N/A",
Bot98,"vampuico",hard,2,Failed,"Command Center","Command Center: Objective #9","1","16:38:09","16:41:11",
Bot97,"Capataina",hard,6,Completed,"Black Pawn Back Bunker","Black Pawn Back Bunker: Objective #1","1","16:38:09","16:38:18",
Bot97,"Capataina",hard,6,Failed,"Command Center","Command Center: Objective #9","1","16:38:23","16:41:23",
Bot100,"Choccy",hard,26,Failed,"Back Door","Zone mechanik_exit_area_1","1","16:38:11","16:38:11",
Bot99,"T90Commander",hard,4,Failed,"D2 from Dome","D2 from Dome: Objective #1","1","16:38:11","16:39:45",
Bot99,"T90Commander",hard,4,Failed,"D2 from Dome","D2 from Dome: Objective #2","1","16:39:51","16:40:10",
Bot99,"T90Commander",hard,4,Failed,"D2 from Dome","D2 from Dome: Objective #3","1","16:40:15","16:40:32",
Bot99,"T90Commander",hard,4,Failed,"D2 Area","D2 Area: Objective #5","1","16:40:37","16:42:42",
Bot99,"T90Commander",hard,4,Failed,"D2 Area","D2 Area: Objective #6","1","16:42:47","16:43:08",
Bot99,"T90Commander",hard,4,Pending,"D2 Area","D2 Area: Objective #2","1","16:43:09","N/A",
Bot105,"Massivesoft",hard,6,Failed,"Black Bishop Underground","Black Bishop Underground: Objective #4","1","16:38:12","16:39:48",
Bot103,"Paulov",hard,11,Failed,"Command Center Rush","Command Center Rush: Objective #2","1","16:38:13","16:41:54",
Bot104,"captainfoam",hard,27,Failed,"Revision - Reserve","Zone tadeush_stryker_area_check_4","1","16:38:13","16:40:39",
Bot125,"GopnikWarrior",hard,27,Active,"Boss Hunter","Spawn Point (-174.1 -6.9 1.2)","1","16:42:49","N/A",
Bot126,"snapple",hard,19,Pending,"Inventory Check","Zone baraholshik_dejurniy_area_2","1","16:42:49","N/A",
