Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot22,"5o2",hard,23,Failed,"3rd Floor Office Rush","3rd Floor Office Rush: Objective #1","1","20:27:16","20:32:20",
Bot22,"5o2",hard,23,Failed,"3rd Floor Office Rush","3rd Floor Office Rush: Objective #2","1","20:27:31","20:32:20",
Bot23,"大熊",hard,18,Failed,"Chemical - Part 3","Item Syringe with a chemical","1","20:27:17","20:27:18",
Bot23,"大熊",hard,18,Failed,"1st Floor Office","1st Floor Office: Objective #2","1","20:27:23","20:36:41",
Bot24,"jennacide",hard,25,Failed,"Chemical - Part 3","Item Syringe with a chemical","1","20:27:19","20:28:45",
Bot25,"Arokar",hard,23,Failed,"Spawn Rush","Spawn Rush: Objective #1","1","20:27:20","20:28:19",
Bot26,"kikirio",hard,9,Failed,"Sanitary Standards - Part 1","Zone pumproom","1","20:27:20","20:29:17",
Bot27,"Traveler",hard,19,Completed,"Scout","Zone place_pacemaker_SCOUT_04","1","20:27:22","20:32:36",
Bot27,"Traveler",hard,19,Completed,"Scout","Zone place_pacemaker_SCOUT_01","1","20:32:41","20:33:30",
Bot27,"Traveler",hard,19,Completed,"Scout","Zone place_pacemaker_SCOUT_03","1","20:33:35","20:35:58",
Bot27,"Traveler",hard,19,Failed,"Scout","Zone place_pacemaker_SCOUT_02","1","20:36:03","20:43:30",
Bot39,"Мартын Верстак (Drill)",normal,1,Failed,"1st Floor Office","1st Floor Office: Objective #2","1","20:36:14","20:37:08",
Bot44,"Кайл Саранск (InternalError_)",normal,1,Completed,"Weapon Crate Outside of Forklift","Weapon Crate Outside of Forklift: Objective #1","1","20:42:03","20:42:42",
Bot44,"Кайл Саранск (InternalError_)",normal,1,Completed,"NE Crates in Workshop","NE Crates in Workshop: Objective #1","1","20:42:47","20:43:05",
