Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot1,"Aethas",hard,27,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_2","1","22:36:04","22:37:28",
Bot1,"Aethas",hard,27,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_1","1","22:37:33","22:40:49",
Bot1,"Aethas",hard,27,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_3","1","22:40:54","22:44:49",
Bot1,"Aethas",hard,27,Failed,"Power Station","Power Station: Objective #2","1","22:44:54","22:45:08",
Bot1,"Aethas",hard,27,Failed,"Database - Part 1","Item IDEA cargo manifests","1","22:45:13","22:45:13",
Bot1,"Aethas",hard,27,Failed,"Database - Part 1","Item Goshan cargo manifests","1","22:45:18","22:45:18",
Bot1,"Aethas",hard,27,Failed,"Database - Part 1","Item OLI cargo manifests","1","22:45:23","22:45:23",
Bot1,"Aethas",hard,27,Failed,"The Key to Success","Item Clothes design handbook - Part 2","1","22:45:28","22:45:28",
Bot2,"SlejmUr",hard,11,Completed,"East Wall Container","East Wall Container: Objective #1","1","22:36:04","22:36:32",
Bot2,"SlejmUr",hard,11,Completed,"Power Station Stashes","Power Station Stashes: Objective #1","1","22:36:38","22:37:15",
Bot2,"SlejmUr",hard,11,Failed,"Power Station Stashes","Power Station Stashes: Objective #4","1","22:37:20","22:37:43",
Bot2,"SlejmUr",hard,11,Completed,"Power Station Stashes","Power Station Stashes: Objective #2","1","22:37:48","22:37:57",
Bot2,"SlejmUr",hard,11,Completed,"Power Station Stashes","Power Station Stashes: Objective #3","1","22:38:02","22:38:28",
Bot2,"SlejmUr",hard,11,Failed,"Power Station West Shack","Power Station West Shack: Objective #1","1","22:38:33","22:38:49",
Bot7,"HiddenCirno",hard,19,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_1","1","22:36:09","22:37:51",
Bot7,"HiddenCirno",hard,19,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_3","1","22:37:56","22:39:36",
Bot8,"TorturedChunk",hard,5,Failed,"Goshan Food Spawns","Goshan Food Spawns: Objective #1","1","22:36:10","22:41:45",
Bot9,"Helldiver",hard,16,Completed,"Railway Stashes","Railway Stashes: Objective #4","1","22:36:11","22:37:09",
Bot9,"Helldiver",hard,16,Completed,"Railway Stashes","Railway Stashes: Objective #3","1","22:37:14","22:37:54",
Bot9,"Helldiver",hard,16,Completed,"Railway Stashes","Railway Stashes: Objective #2","1","22:37:59","22:38:52",
Bot9,"Helldiver",hard,16,Completed,"Railway Stashes","Railway Stashes: Objective #1","1","22:38:57","22:39:26",
Bot9,"Helldiver",hard,16,Completed,"Railway Stashes","Railway Stashes: Objective #5","1","22:39:31","22:40:10",
Bot9,"Helldiver",hard,16,Completed,"Big Sale","Zone place_SALE_03_DINO","1","22:40:15","22:42:21",
Bot9,"Helldiver",hard,16,Completed,"Big Sale","Zone place_SALE_03_TREND","1","22:42:26","22:42:34",
Bot9,"Helldiver",hard,16,Completed,"Big Sale","Zone place_SALE_03_KOSTIN","1","22:42:39","22:44:19",
Bot9,"Helldiver",hard,16,Failed,"Big Sale","Zone place_SALE_03_AVOKADO","1","22:44:24","22:47:01",
Bot9,"Helldiver",hard,16,Failed,"Big Sale","Zone place_SALE_03_TOPBRAND","1","22:47:06","22:47:17",
Bot9,"Helldiver",hard,16,Failed,"Parking Main Stairs","Parking Main Stairs: Objective #2","1","22:47:23","22:47:47",
Bot9,"Helldiver",hard,16,Failed,"Database - Part 2","Item OLI cargo route documents","1","22:47:52","22:47:55",
Bot9,"Helldiver",hard,16,Failed,"Mantis","Mantis: Objective #4","1","22:48:00","22:48:13",
Bot9,"Helldiver",hard,16,Failed,"Mantis","Mantis: Objective #1","1","22:48:18","22:48:39",
Bot9,"Helldiver",hard,16,Failed,"Mantis","Mantis: Objective #3","1","22:48:44","22:48:57",
Bot9,"Helldiver",hard,16,Failed,"Mantis","Mantis: Objective #2","1","22:49:02","22:49:02",
Bot10,"YankeeNoodle742",hard,20,Failed,"Database - Part 1","Item IDEA cargo manifests","1","22:36:12","22:52:34",
Bot13,"Aethas",hard,34,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_3","1","22:36:15","22:36:22",
Bot13,"Aethas",hard,34,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_1","1","22:36:27","22:43:48",
Bot13,"Aethas",hard,34,Failed,"Database - Part 1","Item Goshan cargo manifests","1","22:43:53","22:44:31",
Bot13,"Aethas",hard,34,Failed,"Database - Part 1","Item IDEA cargo manifests","1","22:44:36","22:44:55",
Bot13,"Aethas",hard,34,Pending,"Database - Part 1","Item OLI cargo manifests","1","22:45:00","N/A",
Bot14,"jiblet",hard,6,Pending,"Power Station","Power Station: Objective #2","1","22:36:16","N/A",
